folio,genero,rango_edad,alcaldia,turno_simulado,sede_asignada_simulada,discapacidad,lengua_indigena,comunidad_indigena,acceso_internet,tiene_beca,estatus_registro
REG26-006458,Mujer,36-40,ÁLVARO OBREGÓN,Matutino,258_PT_AOB - PILOTO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-006476,Mujer,36-40,IZTAPALAPA,Matutino,075_IZ_IZP - SANTA CRUZ MEYEHUALCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-006479,Mujer,26-30,IZTAPALAPA,Matutino,072_IZ_IZP - PROGRESO SUR,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-006482,Mujer,26-30,IZTACALCO,Matutino,010_CO_IZT - AGRÍCOLA PANTITLÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-006503,Mujer,31-35,VENUSTIANO CARRANZA,Matutino,248_CO_VCA - FELIPE ÁNGELES,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-006542,Mujer,21-25,IZTAPALAPA,Matutino,272_IZ_IZP - ZACATEPEC,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-006557,Mujer,16-20,VENUSTIANO CARRANZA,Matutino,123_CO_VCA - CANDELARIA,No,No,No,No,No,Aceptado
REG26-006575,Hombre,41-45,AZCAPOTZALCO,Matutino,193_NT_AZC - VIRGILIO CABALLERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-006641,Mujer,31-35,IZTAPALAPA,Matutino,271_IZ_IZP - VICENTE GUERRERO,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-006686,Hombre,16-20,COYOACÁN,Matutino,304_SP_COY - EL PARIAN,No,No,No,Sí,No,Aceptado
REG26-006710,Hombre,16-20,IZTAPALAPA,Matutino,064_IZ_IZP - NOGAL,No,No,No,Sí,Sí,Aceptado
REG26-006719,Mujer,16-20,MILPA ALTA,Matutino,023_SU_MIA - SAN SALVADOR CUAUHTENCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-006728,Mujer,21-25,TLALPAN,Matutino,098_SP_TLP - LA JOYA,No,No,No,Sí,No,Aceptado
REG26-006746,Mujer,26-30,COYOACÁN,Matutino,096_SP_COY - TAXQUEÑA,No,No,No,Sí,No,Aceptado
REG26-006749,Mujer,31-35,IZTACALCO,Matutino,031_CO_IZT - PAQUITA CALVO ZAPATA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-006764,Mujer,31-35,GUSTAVO A. MADERO,Matutino,206_NT_GAM - MARTÍN CARRERA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-006788,Hombre,26-30,CUAUHTÉMOC,Matutino,117_CO_CUH - ROCKDRIGO GONZÁLEZ,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-006824,Mujer,21-25,VENUSTIANO CARRANZA,Matutino,249_CO_VCA - 20 DE NOVIEMBRE,No,No,No,Sí,Sí,Aceptado
REG26-006830,Mujer,51+,GUSTAVO A. MADERO,Matutino,296_NT_GAM - SAN FELIPE DE JESÚS II,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-006875,Mujer,16-20,XOCHIMILCO,Matutino,251_SU_XOC - MUYUGUARDA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-006878,Hombre,41-45,IZTAPALAPA,Matutino,138_IZ_IZP - EL MOLINO TEZONCO,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-006929,Mujer,16-20,ÁLVARO OBREGÓN,Matutino,258_PT_AOB - PILOTO,No,No,No,Sí,Sí,Aceptado
REG26-006938,Hombre,41-45,IZTAPALAPA,Matutino,227_IZ_IZP - SAN LORENZO TEZONCO,No,No,No,Sí,No,Aceptado
REG26-006965,Mujer,26-30,COYOACÁN,Matutino,084_SP_COY - EL RELOJ,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-006992,Hombre,16-20,AZCAPOTZALCO,Matutino,062_NT_AZC - XOCHINAHUAC,No,No,No,No,No,Aceptado
REG26-007007,Mujer,21-25,COYOACÁN,Matutino,101_SP_COY - LA ESCUELITA,No,No,No,Sí,No,Aceptado
REG26-007019,Mujer,31-35,IZTAPALAPA,Matutino,020_IZ_IZP - CENTRAL DE ABASTO,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-007037,Mujer,31-35,CUAUHTÉMOC,Matutino,056_CO_CUH - GLORIETA DE LOS INSURGENTES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-007067,Hombre,26-30,IZTAPALAPA,Matutino,138_IZ_IZP - EL MOLINO TEZONCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-007070,Mujer,36-40,ÁLVARO OBREGÓN,Matutino,108_PT_AOB - CHAMONTOYA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-007094,Mujer,26-30,IZTAPALAPA,Matutino,075_IZ_IZP - SANTA CRUZ MEYEHUALCO,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-007106,Mujer,36-40,TLAHUAC,Matutino,238_SU_TLH - SELENE,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-007124,Hombre,21-25,CUAUHTÉMOC,Matutino,263_CO_CUH - XIMENA GUZMÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-007148,Mujer,41-45,GUSTAVO A. MADERO,Matutino,055_NT_GAM - CENTENARIO,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-007151,Hombre,51+,CUAUHTÉMOC,Matutino,263_CO_CUH - XIMENA GUZMÁN,No,No,No,Sí,No,Aceptado
REG26-007172,Mujer,31-35,XOCHIMILCO,Matutino,154_SU_XOC - AHUALAPA,No,No,No,Sí,No,Aceptado
REG26-007178,Mujer,26-30,LA MAGDALENA CONTRERAS,Matutino,082_SP_MAC - PARCELA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-007229,Mujer,21-25,XOCHIMILCO,Matutino,025_SU_XOC - SAN GREGORIO ATLAPULCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-007238,Mujer,16-20,AZCAPOTZALCO,Matutino,062_NT_AZC - XOCHINAHUAC,No,No,No,Sí,No,Aceptado
REG26-007268,Hombre,31-35,IZTAPALAPA,Matutino,012_IZ_IZP - GABRIELA MISTRAL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-007292,Mujer,16-20,MILPA ALTA,Matutino,023_SU_MIA - SAN SALVADOR CUAUHTENCO,No,No,No,Sí,Sí,Aceptado
REG26-007310,Hombre,46-50,AZCAPOTZALCO,Matutino,095_NT_AZC - COLTONGO,No,No,Sí,Sí,Sí,Aceptado (pendiente de validación)
REG26-007316,Mujer,16-20,GUSTAVO A. MADERO,Matutino,136_NT_GAM - SAN FELIPE DE JESÚS,No,No,No,Sí,No,Aceptado
REG26-007328,Mujer,31-35,IZTAPALAPA,Matutino,012_IZ_IZP - GABRIELA MISTRAL,No,No,No,Sí,No,Aceptado
REG26-007397,Hombre,21-25,GUSTAVO A. MADERO,Matutino,069_NT_GAM - 100 METROS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-007409,Hombre,31-35,COYOACÁN,Matutino,261_SP_COY - CARMEN SERDÁN,No,No,No,Sí,No,Aceptado
REG26-007460,Mujer,26-30,TLALPAN,Matutino,241_SP_TLP - AMPARO OCHOA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-007478,Mujer,41-45,GUSTAVO A. MADERO,Matutino,198_NT_GAM - AMPLIACIÓN PROVIDENCIA,No,No,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-007481,Persona no binaria,36-40,MILPA ALTA,Matutino,180_SU_MIA - SAN JERÓNIMO MIACATLAN,No,No,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-007487,Hombre,26-30,XOCHIMILCO,Matutino,025_SU_XOC - SAN GREGORIO ATLAPULCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-007499,Hombre,21-25,CUAUHTÉMOC,Matutino,263_CO_CUH - XIMENA GUZMÁN,No,No,No,Sí,No,Aceptado
REG26-007511,Mujer,21-25,VENUSTIANO CARRANZA,Matutino,151_CO_VCA - ADOLFO LÓPEZ MATEOS,No,No,No,Sí,No,Aceptado
REG26-007535,Mujer,31-35,IZTAPALAPA,Matutino,227_IZ_IZP - SAN LORENZO TEZONCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-007544,Mujer,31-35,IZTACALCO,Matutino,010_CO_IZT - AGRÍCOLA PANTITLÁN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-007550,Mujer,26-30,IZTAPALAPA,Matutino,215_IZ_IZP - APATLACO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-007553,Mujer,51+,GUSTAVO A. MADERO,Matutino,069_NT_GAM - 100 METROS,No,No,No,Sí,No,Aceptado
REG26-007613,Mujer,36-40,VENUSTIANO CARRANZA,Matutino,186_CO_VCA - PARQUE VELÓDROMO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-007646,Mujer,26-30,CUAUHTÉMOC,Matutino,018_CO_CUH - ATLAMPA,No,No,No,Sí,Sí,Aceptado
REG26-007670,Mujer,31-35,IZTAPALAPA,Matutino,026_IZ_IZP - FACUNDO CABRAL,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-007676,Mujer,26-30,VENUSTIANO CARRANZA,Matutino,249_CO_VCA - 20 DE NOVIEMBRE,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-007679,Mujer,31-35,XOCHIMILCO,Matutino,154_SU_XOC - AHUALAPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-007703,Mujer,36-40,AZCAPOTZALCO,Matutino,048_NT_AZC - SAN PEDRO XALPA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-007721,Mujer,31-35,TLALPAN,Matutino,150_SP_TLP - TOPILEJO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-007739,Hombre,31-35,GUSTAVO A. MADERO,Matutino,008_NT_GAM - TLALPEXCO,No,No,No,Sí,No,Aceptado
REG26-007766,Mujer,36-40,XOCHIMILCO,Matutino,251_SU_XOC - MUYUGUARDA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-007814,Mujer,31-35,TLALPAN,Matutino,246_SP_TLP - TEPEXIMILPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-007886,Hombre,41-45,TLAHUAC,Matutino,015_SU_TLH - ROSARIO CASTELLANOS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-007931,Hombre,16-20,IZTAPALAPA,Matutino,269_IZ_IZP - JOSÉ REVUELTAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-007934,Hombre,21-25,ÁLVARO OBREGÓN,Matutino,188_PT_AOB - PLATEROS I-EDUARDO DEL RIO “RIUS”,No,No,No,Sí,No,Aceptado
REG26-007964,Hombre,26-30,IZTAPALAPA,Matutino,226_IZ_IZP - SAN ANDRÉS TETEPILCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-007967,Mujer,26-30,GUSTAVO A. MADERO,Matutino,211_NT_GAM - PROVIDENCIA,No,No,No,Sí,No,Aceptado
REG26-007979,Mujer,21-25,IZTAPALAPA,Matutino,124_IZ_IZP - CARLOTA BOTEY,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008054,Hombre,16-20,AZCAPOTZALCO,Matutino,260_NT_AZC - EL ROSARIO,No,No,No,Sí,No,Aceptado
REG26-008072,Hombre,16-20,MIGUEL HIDALGO,Matutino,090_PT_MIH - ROSARIO IBARRA,No,No,No,Sí,No,Aceptado
REG26-008099,Mujer,36-40,IZTAPALAPA,Matutino,112_IZ_IZP - TEPALCATES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008111,Mujer,16-20,IZTACALCO,Matutino,059_CO_IZT - ROJO GÓMEZ,No,No,No,Sí,No,Aceptado
REG26-008123,Mujer,31-35,GUSTAVO A. MADERO,Matutino,161_NT_GAM - CUCHILLA DEL TESORO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008159,Mujer,31-35,MILPA ALTA,Matutino,180_SU_MIA - SAN JERÓNIMO MIACATLAN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-008177,Hombre,36-40,IZTAPALAPA,Matutino,140_IZ_IZP - REPÚBLICA FEDERAL,No,No,No,Sí,No,Aceptado
REG26-008189,Hombre,26-30,ÁLVARO OBREGÓN,Matutino,119_PT_AOB - LAS ÁGUILAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008285,Mujer,36-40,AZCAPOTZALCO,Matutino,095_NT_AZC - COLTONGO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-008291,Mujer,16-20,AZCAPOTZALCO,Matutino,194_NT_AZC - TEPANTONGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008294,Mujer,21-25,ÁLVARO OBREGÓN,Matutino,119_PT_AOB - LAS ÁGUILAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008312,Mujer,31-35,LA MAGDALENA CONTRERAS,Matutino,081_SP_MAC - LA MALINCHE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008342,Mujer,31-35,COYOACÁN,Matutino,021_SP_COY - EMILIANO ZAPATA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008366,Hombre,16-20,COYOACÁN,Matutino,096_SP_COY - TAXQUEÑA,No,No,No,Sí,No,Aceptado
REG26-008399,Mujer,36-40,IZTAPALAPA,Matutino,011_IZ_IZP - ACAHUALTEPEC,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-008402,Mujer,26-30,XOCHIMILCO,Matutino,154_SU_XOC - AHUALAPA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-008411,Mujer,21-25,MIGUEL HIDALGO,Matutino,090_PT_MIH - ROSARIO IBARRA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008429,Mujer,21-25,ÁLVARO OBREGÓN,Matutino,119_PT_AOB - LAS ÁGUILAS,No,No,No,Sí,No,Aceptado
REG26-008459,Mujer,21-25,IZTAPALAPA,Matutino,268_IZ_IZP - EJÉRCITO CONSTITUCIONALISTA,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-008462,Mujer,36-40,GUSTAVO A. MADERO,Matutino,135_NT_GAM - VASCO DE QUIROGA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-008465,Mujer,21-25,GUSTAVO A. MADERO,Matutino,116_NT_GAM - EL VIVERO,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-008597,Hombre,21-25,AZCAPOTZALCO,Matutino,192_NT_AZC - RINI TEMPLETON,No,No,No,Sí,No,Aceptado
REG26-008660,Hombre,26-30,IZTAPALAPA,Matutino,266_IZ_IZP - EJERCITO DE ORIENTE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008675,Hombre,21-25,IZTAPALAPA,Matutino,218_IZ_IZP - CALMECAC,No,No,No,Sí,Sí,Aceptado
REG26-008762,Mujer,21-25,IZTAPALAPA,Matutino,074_IZ_IZP - ESCUADRÓN 201,No,No,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-008771,Hombre,21-25,XOCHIMILCO,Matutino,257_SU_XOC - SANTA CRUZ XOCHITEPEC,No,No,No,Sí,No,Aceptado
REG26-008795,Mujer,36-40,COYOACÁN,Matutino,021_SP_COY - EMILIANO ZAPATA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008804,Hombre,31-35,VENUSTIANO CARRANZA,Matutino,151_CO_VCA - ADOLFO LÓPEZ MATEOS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-008837,Mujer,26-30,VENUSTIANO CARRANZA,Matutino,249_CO_VCA - 20 DE NOVIEMBRE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008852,Mujer,31-35,TLALPAN,Matutino,242_SP_TLP - DIF MIGUEL HIDALGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008876,Hombre,21-25,IZTAPALAPA,Matutino,138_IZ_IZP - EL MOLINO TEZONCO,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-008921,Hombre,21-25,GUSTAVO A. MADERO,Matutino,265_NT_GAM - CHALMA DE GUADALUPE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008936,Hombre,26-30,IZTACALCO,Matutino,125_CO_IZT - LOS MARTIRES DEL 10 DE JUNIO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-008969,Hombre,16-20,GUSTAVO A. MADERO,Matutino,135_NT_GAM - VASCO DE QUIROGA,No,No,No,Sí,No,Aceptado
REG26-009014,Mujer,31-35,GUSTAVO A. MADERO,Matutino,136_NT_GAM - SAN FELIPE DE JESÚS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-009017,Mujer,16-20,IZTAPALAPA,Matutino,225_IZ_IZP - EDUARDO GALEANO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009020,Hombre,41-45,TLALPAN,Matutino,098_SP_TLP - LA JOYA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009041,Mujer,21-25,TLALPAN,Matutino,184_SP_TLP - SAN MIGUEL,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-009056,Hombre,21-25,CUAJIMALPA DE MORELOS,Matutino,078_PT_CUM - BENITO JUÁREZ GARCÍA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009062,Mujer,21-25,TLALPAN,Matutino,242_SP_TLP - DIF MIGUEL HIDALGO,No,No,No,Sí,No,Aceptado
REG26-009071,Mujer,36-40,GUSTAVO A. MADERO,Único,208_NT_GAM - ARAGÓN II,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009182,Mujer,26-30,MIGUEL HIDALGO,Matutino,037_PT_MIH - CANEGUÍN-ELVIA CARILLO PUERTO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009254,Mujer,31-35,CUAUHTÉMOC,Matutino,071_CO_CUH - ENRIQUE CALDERÓN ALZATI,No,No,No,Sí,No,Aceptado
REG26-009263,Mujer,31-35,MIGUEL HIDALGO,Matutino,037_PT_MIH - CANEGUÍN-ELVIA CARILLO PUERTO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009281,Mujer,46-50,ÁLVARO OBREGÓN,Matutino,063_PT_AOB - PRESIDENTES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009290,Hombre,16-20,GUSTAVO A. MADERO,Matutino,198_NT_GAM - AMPLIACIÓN PROVIDENCIA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009404,Mujer,31-35,COYOACÁN,Único,022_SP_COY - JOSE DE MOLINA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009443,Hombre,21-25,GUSTAVO A. MADERO,Matutino,113_NT_GAM - LA MUELA,No,No,No,Sí,No,Aceptado
REG26-009455,Mujer,26-30,AZCAPOTZALCO,Único,156_NT_AZC - FARO AZCAPOTZALCO,No,No,No,Sí,No,Aceptado
REG26-009515,Hombre,31-35,ÁLVARO OBREGÓN,Matutino,044_PT_AOB - LOMAS DE LA ERA,No,No,No,Sí,No,Aceptado
REG26-009578,Mujer,26-30,IZTAPALAPA,Matutino,219_IZ_IZP - ERNESTO CHE GUEVARA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-009581,Hombre,16-20,GUSTAVO A. MADERO,Matutino,097_NT_GAM - NUEVA ATZACOALCO,No,No,No,Sí,No,Aceptado
REG26-009584,Hombre,21-25,MIGUEL HIDALGO,Matutino,177_PT_MIH - CASA AMARILLA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009632,Mujer,26-30,IZTAPALAPA,Matutino,112_IZ_IZP - TEPALCATES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009635,Mujer,26-30,GUSTAVO A. MADERO,Matutino,055_NT_GAM - CENTENARIO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009644,Mujer,36-40,LA MAGDALENA CONTRERAS,Matutino,017_SP_MAC - HUAYATLA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-009722,Hombre,21-25,AZCAPOTZALCO,Matutino,260_NT_AZC - EL ROSARIO,No,No,No,No,No,Aceptado
REG26-009728,Mujer,21-25,ÁLVARO OBREGÓN,Matutino,042_PT_AOB - ISIDRO FABELA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009749,Mujer,31-35,COYOACÁN,Matutino,261_SP_COY - CARMEN SERDÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009770,Mujer,36-40,AZCAPOTZALCO,Matutino,193_NT_AZC - VIRGILIO CABALLERO,No,No,No,Sí,Sí,Aceptado
REG26-009800,Hombre,51+,TLAHUAC,Matutino,237_SU_TLH - SANTA CATARINA YECAHUIZOTL,Sí,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009806,Hombre,26-30,CUAUHTÉMOC,Matutino,056_CO_CUH - GLORIETA DE LOS INSURGENTES,No,No,No,Sí,No,Aceptado
REG26-009854,Mujer,36-40,XOCHIMILCO,Matutino,033_SU_XOC - SANTIAGO TULYEHUALCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009863,Mujer,26-30,IZTAPALAPA,Matutino,112_IZ_IZP - TEPALCATES,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-009908,Hombre,36-40,IZTAPALAPA,Matutino,011_IZ_IZP - ACAHUALTEPEC,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-009929,Hombre,36-40,CUAUHTÉMOC,Matutino,013_CO_CUH - FRIDA KAHLO,No,No,No,Sí,Sí,Aceptado
REG26-009968,Mujer,31-35,TLAHUAC,Matutino,275_SU_TLH - SAN JOSÉ,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-009980,Hombre,36-40,IZTAPALAPA,Matutino,027_IZ_IZP - CERRO DE LA ESTRELLA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-010040,Mujer,26-30,AZCAPOTZALCO,Matutino,048_NT_AZC - SAN PEDRO XALPA,No,No,No,Sí,No,Aceptado
REG26-010058,Hombre,16-20,MIGUEL HIDALGO,Matutino,090_PT_MIH - ROSARIO IBARRA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-010196,Mujer,26-30,IZTAPALAPA,Matutino,141_IZ_IZP - TIERRA Y LIBERTAD,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-010220,Mujer,31-35,GUSTAVO A. MADERO,Matutino,168_NT_GAM - ARAGÓN VI,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-010241,Mujer,21-25,IZTAPALAPA,Matutino,114_IZ_IZP - CASA DEL PUEBLO,No,No,No,Sí,No,Aceptado
REG26-010244,Mujer,26-30,XOCHIMILCO,Matutino,253_SU_XOC - RICARDO FLORES MAGÓN,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-010253,Hombre,31-35,IZTAPALAPA,Matutino,012_IZ_IZP - GABRIELA MISTRAL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-010355,Hombre,31-35,CUAJIMALPA DE MORELOS,Matutino,078_PT_CUM - BENITO JUÁREZ GARCÍA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-010400,Mujer,26-30,XOCHIMILCO,Matutino,029_SU_XOC - SANTA CECILIA,No,No,No,No,No,Aceptado
REG26-010523,Mujer,26-30,ÁLVARO OBREGÓN,Matutino,282_PT_AOB - SANTA ROSA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-010646,Hombre,26-30,TLALPAN,Matutino,080_SP_TLP - CUCHILLA DE PADIERNA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-010682,Mujer,26-30,AZCAPOTZALCO,Matutino,192_NT_AZC - RINI TEMPLETON,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-010733,Mujer,31-35,IZTACALCO,Matutino,010_CO_IZT - AGRÍCOLA PANTITLÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-010802,Hombre,26-30,LA MAGDALENA CONTRERAS,Matutino,229_SP_MAC - MAGDALENA ATLITIC,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-010805,Mujer,31-35,GUSTAVO A. MADERO,Matutino,199_NT_GAM - BOSQUE DE ARAGÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-010829,Mujer,21-25,LA MAGDALENA CONTRERAS,Matutino,231_SP_MAC - LA HIGUERA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-010850,Mujer,31-35,TLALPAN,Matutino,240_SP_TLP - METROPOLITANA,No,No,No,Sí,No,Aceptado
REG26-010889,Mujer,21-25,GUSTAVO A. MADERO,Matutino,171_NT_GAM - TOKIO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-010931,Mujer,26-30,CUAJIMALPA DE MORELOS,Matutino,078_PT_CUM - BENITO JUÁREZ GARCÍA,No,No,No,Sí,Sí,Aceptado
REG26-010982,Mujer,41-45,ÁLVARO OBREGÓN,Matutino,259_PT_AOB - MIGUEL GAONA ARMENTA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-011009,Mujer,31-35,GUSTAVO A. MADERO,Matutino,210_NT_GAM - PROGRESO NACIONAL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-011012,Hombre,16-20,IZTACALCO,Matutino,125_CO_IZT - LOS MARTIRES DEL 10 DE JUNIO,No,No,No,Sí,No,Aceptado
REG26-011075,Mujer,21-25,IZTAPALAPA,Único,068_IZ_IZP - YAUTLICA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-011084,Mujer,21-25,TLAHUAC,Matutino,126_SU_TLH - SAN JUAN IXTAYOPAN,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-011102,Mujer,16-20,GUSTAVO A. MADERO,Matutino,265_NT_GAM - CHALMA DE GUADALUPE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-011123,Mujer,26-30,XOCHIMILCO,Matutino,254_SU_XOC - SAN ANDRÉS AHUAYUCAN,No,No,No,No,Sí,Aceptado
REG26-011129,Hombre,31-35,GUSTAVO A. MADERO,Matutino,210_NT_GAM - PROGRESO NACIONAL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-011141,Mujer,26-30,GUSTAVO A. MADERO,Matutino,205_NT_GAM - MALACATES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-011153,Hombre,31-35,IZTACALCO,Matutino,010_CO_IZT - AGRÍCOLA PANTITLÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-011171,Mujer,21-25,LA MAGDALENA CONTRERAS,Matutino,017_SP_MAC - HUAYATLA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-011174,Mujer,21-25,VENUSTIANO CARRANZA,Matutino,250_CO_VCA - COPIL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-011204,Mujer,26-30,GUSTAVO A. MADERO,Matutino,135_NT_GAM - VASCO DE QUIROGA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-011210,Hombre,31-35,CUAJIMALPA DE MORELOS,Matutino,078_PT_CUM - BENITO JUÁREZ GARCÍA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-011216,Hombre,46-50,TLAHUAC,Matutino,015_SU_TLH - ROSARIO CASTELLANOS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-011252,Hombre,21-25,GUSTAVO A. MADERO,Matutino,136_NT_GAM - SAN FELIPE DE JESÚS,No,No,No,Sí,No,Aceptado
